,pairID,game_date,Player,Event,X,Y,Team,Manpower,Type,State,sec_Control,passDirection
758,2019-09-20-827,2019-09-20,Isaak Phillips,Play,64,75,Sudbury Wolves,Even,Direct,Tied,0,Forward
759,2019-09-20-827,2019-09-20,Isaak Phillips,Play,79.0,82.0,Sudbury Wolves,Even,Direct,Tied,0,Forward
760,2019-09-20-828,2019-09-20,Giordano Biondi,Incomplete Play,86,79,Sudbury Wolves,Even,Direct,Tied,1,Forward
761,2019-09-20-828,2019-09-20,Giordano Biondi,Incomplete Play,105.0,65.0,Sudbury Wolves,Even,Direct,Tied,1,Forward
762,2019-09-20-833,2019-09-20,Kurtis Henry,Play,2,44,Erie Otters,Even,Indirect,Tied,0,Forward
763,2019-09-20-833,2019-09-20,Kurtis Henry,Play,13.0,8.0,Erie Otters,Even,Indirect,Tied,0,Forward
764,2019-09-20-834,2019-09-20,Emmett Sproule,Play,13,8,Erie Otters,Even,Indirect,Tied,2,Forward
765,2019-09-20-834,2019-09-20,Emmett Sproule,Play,32.0,84.0,Erie Otters,Even,Indirect,Tied,2,Forward
766,2019-09-20-835,2019-09-20,Brendan Hoffmann,Play,32,84,Erie Otters,Even,Indirect,Tied,4,Forward
767,2019-09-20-835,2019-09-20,Brendan Hoffmann,Play,98.0,70.0,Erie Otters,Even,Indirect,Tied,4,Forward
768,2019-09-20-838,2019-09-20,Kalle Loponen,Play,40,54,Sudbury Wolves,Even,Indirect,Tied,3,Forward
769,2019-09-20-838,2019-09-20,Kalle Loponen,Play,84.0,82.0,Sudbury Wolves,Even,Indirect,Tied,3,Forward
770,2019-09-20-843,2019-09-20,Owen Gilhula,Play,177,7,Sudbury Wolves,Even,Direct,Tied,2,Back
771,2019-09-20-843,2019-09-20,Owen Gilhula,Play,154.0,22.0,Sudbury Wolves,Even,Direct,Tied,2,Back
772,2019-09-20-844,2019-09-20,Blake Murray,Incomplete Play,181,20,Sudbury Wolves,Even,Direct,Tied,2,Neutral
773,2019-09-20-844,2019-09-20,Blake Murray,Incomplete Play,176.0,43.0,Sudbury Wolves,Even,Direct,Tied,2,Neutral
774,2019-09-20-846,2019-09-20,Chad Yetman,Play,33,32,Erie Otters,Even,Direct,Tied,1,Forward
775,2019-09-20-846,2019-09-20,Chad Yetman,Play,40.0,23.0,Erie Otters,Even,Direct,Tied,1,Forward
776,2019-09-20-847,2019-09-20,Maxim Golod,Incomplete Play,65,20,Erie Otters,Even,Indirect,Tied,2,Forward
777,2019-09-20-847,2019-09-20,Maxim Golod,Incomplete Play,108.0,53.0,Erie Otters,Even,Indirect,Tied,2,Forward
778,2019-09-20-849,2019-09-20,Danial Singer,Play,195,69,Erie Otters,Even,Indirect,Tied,1,Neutral
779,2019-09-20-849,2019-09-20,Danial Singer,Play,198.0,52.0,Erie Otters,Even,Indirect,Tied,1,Neutral
780,2019-09-20-850,2019-09-20,Chad Yetman,Play,198,37,Erie Otters,Even,Indirect,Tied,4,Back
781,2019-09-20-850,2019-09-20,Chad Yetman,Play,152.0,4.0,Erie Otters,Even,Indirect,Tied,4,Back
782,2019-09-20-853,2019-09-20,Shane Bulitka,Play,149,79,Sudbury Wolves,Even,Indirect,Tied,0,Forward
783,2019-09-20-853,2019-09-20,Shane Bulitka,Play,189.0,72.0,Sudbury Wolves,Even,Indirect,Tied,0,Forward
784,2019-09-20-854,2019-09-20,Owen Gilhula,Play,194,71,Sudbury Wolves,Even,Indirect,Tied,2,Neutral
785,2019-09-20-854,2019-09-20,Owen Gilhula,Play,197.0,18.0,Sudbury Wolves,Even,Indirect,Tied,2,Neutral
786,2019-09-20-855,2019-09-20,Blake Murray,Play,188,10,Sudbury Wolves,Even,Indirect,Tied,3,Back
787,2019-09-20-855,2019-09-20,Blake Murray,Play,125.0,4.0,Sudbury Wolves,Even,Indirect,Tied,3,Back
788,2019-09-20-858,2019-09-20,Jamie Drysdale,Incomplete Play,37,65,Erie Otters,Even,Direct,Tied,3,Forward
789,2019-09-20-858,2019-09-20,Jamie Drysdale,Incomplete Play,60.0,29.0,Erie Otters,Even,Direct,Tied,3,Forward
790,2019-09-20-863,2019-09-20,Kurtis Henry,Play,44,5,Erie Otters,Even,Direct,Tied,1,Back
791,2019-09-20-863,2019-09-20,Kurtis Henry,Play,28.0,44.0,Erie Otters,Even,Direct,Tied,1,Back
792,2019-09-20-864,2019-09-20,Jamie Drysdale,Play,35,20,Erie Otters,Even,Direct,Tied,6,Forward
793,2019-09-20-864,2019-09-20,Jamie Drysdale,Play,72.0,4.0,Erie Otters,Even,Direct,Tied,6,Forward
794,2019-09-20-866,2019-09-20,Maxim Golod,Incomplete Play,186,7,Erie Otters,Even,Indirect,Tied,4,Forward
795,2019-09-20-866,2019-09-20,Maxim Golod,Incomplete Play,200.0,28.0,Erie Otters,Even,Indirect,Tied,4,Forward
796,2019-09-20-868,2019-09-20,Owen Robinson,Play,16,64,Sudbury Wolves,Even,Indirect,Tied,1,Forward
797,2019-09-20-868,2019-09-20,Owen Robinson,Play,43.0,79.0,Sudbury Wolves,Even,Indirect,Tied,1,Forward
798,2019-09-20-869,2019-09-20,Chase Stillman,Play,58,80,Sudbury Wolves,Even,Direct,Tied,1,Forward
799,2019-09-20-869,2019-09-20,Chase Stillman,Play,74.0,72.0,Sudbury Wolves,Even,Direct,Tied,1,Forward
800,2019-09-20-873,2019-09-20,Elias Cohen,Incomplete Play,74,84,Erie Otters,Even,Direct,Tied,0,Forward
801,2019-09-20-873,2019-09-20,Elias Cohen,Incomplete Play,80.0,73.0,Erie Otters,Even,Direct,Tied,0,Forward
802,2019-09-20-875,2019-09-20,Quinton Byfield,Incomplete Play,81,54,Sudbury Wolves,Even,Direct,Tied,4,Forward
803,2019-09-20-875,2019-09-20,Quinton Byfield,Incomplete Play,122.0,75.0,Sudbury Wolves,Even,Direct,Tied,4,Forward
804,2019-09-20-877,2019-09-20,Jack Duff,Play,3,47,Erie Otters,Even,Direct,Tied,2,Forward
805,2019-09-20-877,2019-09-20,Jack Duff,Play,26.0,78.0,Erie Otters,Even,Direct,Tied,2,Forward
806,2019-09-20-878,2019-09-20,Alex Gritz,Incomplete Play,31,79,Erie Otters,Even,Direct,Tied,2,Forward
807,2019-09-20-878,2019-09-20,Alex Gritz,Incomplete Play,67.0,21.0,Erie Otters,Even,Direct,Tied,2,Forward
808,2019-09-20-880,2019-09-20,Liam Ross,Play,1,26,Sudbury Wolves,Even,Direct,Tied,4,Neutral
809,2019-09-20-880,2019-09-20,Liam Ross,Play,2.0,23.0,Sudbury Wolves,Even,Direct,Tied,4,Neutral
810,2019-09-20-881,2019-09-20,Emmett Serensits,Incomplete Play,2,23,Sudbury Wolves,Even,Indirect,Tied,0,Forward
811,2019-09-20-881,2019-09-20,Emmett Serensits,Incomplete Play,17.0,2.0,Sudbury Wolves,Even,Indirect,Tied,0,Forward
812,2019-09-20-883,2019-09-20,Jacob Golden,Play,87,53,Erie Otters,Even,Direct,Tied,3,Forward
813,2019-09-20-883,2019-09-20,Jacob Golden,Play,93.0,21.0,Erie Otters,Even,Direct,Tied,3,Forward
814,2019-09-20-884,2019-09-20,Jack Duff,Incomplete Play,103,6,Erie Otters,Even,Direct,Tied,1,Forward
815,2019-09-20-884,2019-09-20,Jack Duff,Incomplete Play,126.0,39.0,Erie Otters,Even,Direct,Tied,1,Forward
816,2019-09-20-886,2019-09-20,Liam Ross,Play,19,23,Sudbury Wolves,Even,Indirect,Tied,3,Back
817,2019-09-20-886,2019-09-20,Liam Ross,Play,7.0,52.0,Sudbury Wolves,Even,Indirect,Tied,3,Back
818,2019-09-20-887,2019-09-20,Emmett Serensits,Play,6,54,Sudbury Wolves,Even,Indirect,Tied,2,Forward
819,2019-09-20-887,2019-09-20,Emmett Serensits,Play,50.0,82.0,Sudbury Wolves,Even,Indirect,Tied,2,Forward
820,2019-09-20-888,2019-09-20,Chase Stillman,Incomplete Play,91,80,Sudbury Wolves,Even,Direct,Tied,3,Forward
821,2019-09-20-888,2019-09-20,Chase Stillman,Incomplete Play,108.0,50.0,Sudbury Wolves,Even,Direct,Tied,3,Forward
822,2019-09-20-890,2019-09-20,Jacob Golden,Incomplete Play,60,40,Erie Otters,Even,Direct,Tied,1,Forward
823,2019-09-20-890,2019-09-20,Jacob Golden,Incomplete Play,77.0,48.0,Erie Otters,Even,Direct,Tied,1,Forward
824,2019-09-20-894,2019-09-20,Jack Duff,Play,46,9,Erie Otters,Even,Indirect,Tied,4,Forward
825,2019-09-20-894,2019-09-20,Jack Duff,Play,86.0,2.0,Erie Otters,Even,Indirect,Tied,4,Forward
826,2019-09-20-895,2019-09-20,Alex Gritz,Play,86,2,Erie Otters,Even,Indirect,Tied,2,Forward
827,2019-09-20-895,2019-09-20,Alex Gritz,Play,115.0,2.0,Erie Otters,Even,Indirect,Tied,2,Forward
828,2019-09-20-896,2019-09-20,Daniel D'Amato,Play,118,1,Erie Otters,Even,Direct,Tied,1,Neutral
829,2019-09-20-896,2019-09-20,Daniel D'Amato,Play,119.0,9.0,Erie Otters,Even,Direct,Tied,1,Neutral
830,2019-09-20-899,2019-09-20,Brendan Sellan,Play,181,15,Erie Otters,Even,Direct,Tied,1,Back
831,2019-09-20-899,2019-09-20,Brendan Sellan,Play,131.0,20.0,Erie Otters,Even,Direct,Tied,1,Back
832,2019-09-20-902,2019-09-20,Jack Thompson,Play,19,40,Sudbury Wolves,Even,Indirect,Tied,0,Forward
833,2019-09-20-902,2019-09-20,Jack Thompson,Play,42.0,4.0,Sudbury Wolves,Even,Indirect,Tied,0,Forward
834,2019-09-20-903,2019-09-20,Macauley Carson,Incomplete Play,51,5,Sudbury Wolves,Even,Indirect,Tied,3,Forward
835,2019-09-20-903,2019-09-20,Macauley Carson,Incomplete Play,88.0,43.0,Sudbury Wolves,Even,Indirect,Tied,3,Forward
836,2019-09-20-905,2019-09-20,Luke Beamish,Incomplete Play,55,28,Erie Otters,Even,Direct,Tied,1,Forward
837,2019-09-20-905,2019-09-20,Luke Beamish,Incomplete Play,67.0,25.0,Erie Otters,Even,Direct,Tied,1,Forward
838,2019-09-20-910,2019-09-20,Brendan Sellan,Play,75,76,Erie Otters,Even,Direct,Tied,2,Forward
839,2019-09-20-910,2019-09-20,Brendan Sellan,Play,94.0,44.0,Erie Otters,Even,Direct,Tied,2,Forward
840,2019-09-20-912,2019-09-20,Connor Lockhart,Play,149,14,Erie Otters,Even,Direct,Tied,2,Neutral
841,2019-09-20-912,2019-09-20,Connor Lockhart,Play,146.0,24.0,Erie Otters,Even,Direct,Tied,2,Neutral
842,2019-09-20-918,2019-09-20,Jack Thompson,Play,32,10,Sudbury Wolves,Even,Direct,Tied,0,Back
843,2019-09-20-918,2019-09-20,Jack Thompson,Play,21.0,14.0,Sudbury Wolves,Even,Direct,Tied,0,Back
844,2019-09-20-919,2019-09-20,Isaak Phillips,Play,30,3,Sudbury Wolves,Even,Direct,Tied,2,Forward
845,2019-09-20-919,2019-09-20,Isaak Phillips,Play,61.0,2.0,Sudbury Wolves,Even,Direct,Tied,2,Forward
846,2019-09-20-920,2019-09-20,Shane Bulitka,Play,61,2,Sudbury Wolves,Even,Direct,Tied,1,Forward
847,2019-09-20-920,2019-09-20,Shane Bulitka,Play,67.0,22.0,Sudbury Wolves,Even,Direct,Tied,1,Forward
848,2019-09-20-921,2019-09-20,Blake Murray,Incomplete Play,83,34,Sudbury Wolves,Even,Direct,Tied,2,Forward
849,2019-09-20-921,2019-09-20,Blake Murray,Incomplete Play,117.0,17.0,Sudbury Wolves,Even,Direct,Tied,2,Forward
850,2019-09-20-924,2019-09-20,Luke Beamish,Play,45,77,Erie Otters,Even,Direct,Tied,1,Back
851,2019-09-20-924,2019-09-20,Luke Beamish,Play,26.0,29.0,Erie Otters,Even,Direct,Tied,1,Back
852,2019-09-20-925,2019-09-20,Brendan Kischnick,Play,56,21,Erie Otters,Even,Direct,Tied,4,Back
853,2019-09-20-925,2019-09-20,Brendan Kischnick,Play,48.0,50.0,Erie Otters,Even,Direct,Tied,4,Back
854,2019-09-20-927,2019-09-20,Luke Beamish,Incomplete Play,153,82,Erie Otters,Even,Indirect,Tied,2,Forward
855,2019-09-20-927,2019-09-20,Luke Beamish,Incomplete Play,200.0,47.0,Erie Otters,Even,Indirect,Tied,2,Forward
856,2019-09-20-930,2019-09-20,Isaak Phillips,Play,0,36,Sudbury Wolves,Even,Indirect,Tied,0,Forward
857,2019-09-20-930,2019-09-20,Isaak Phillips,Play,105.0,0.0,Sudbury Wolves,Even,Indirect,Tied,0,Forward
858,2019-09-20-932,2019-09-20,Shane Bulitka,Play,136,8,Sudbury Wolves,Even,Direct,Tied,1,Forward
859,2019-09-20-932,2019-09-20,Shane Bulitka,Play,146.0,62.0,Sudbury Wolves,Even,Direct,Tied,1,Forward
860,2019-09-20-936,2019-09-20,Ethan Larmand,Play,166,69,Sudbury Wolves,Even,Direct,Tied,1,Forward
861,2019-09-20-936,2019-09-20,Ethan Larmand,Play,172.0,56.0,Sudbury Wolves,Even,Direct,Tied,1,Forward
862,2019-09-20-937,2019-09-20,Giordano Biondi,Incomplete Play,181,79,Sudbury Wolves,Even,Indirect,Tied,2,Back
863,2019-09-20-937,2019-09-20,Giordano Biondi,Incomplete Play,125.0,78.0,Sudbury Wolves,Even,Indirect,Tied,2,Back
864,2019-09-20-939,2019-09-20,Emmett Sproule,Play,76,21,Erie Otters,Even,Indirect,Tied,1,Forward
865,2019-09-20-939,2019-09-20,Emmett Sproule,Play,103.0,1.0,Erie Otters,Even,Indirect,Tied,1,Forward
866,2019-09-20-943,2019-09-20,Emmett Sproule,Play,190,12,Erie Otters,Even,Direct,Tied,1,Back
867,2019-09-20-943,2019-09-20,Emmett Sproule,Play,127.0,1.0,Erie Otters,Even,Direct,Tied,1,Back
868,2019-09-20-944,2019-09-20,Kurtis Henry,Play,129,3,Erie Otters,Even,Direct,Tied,2,Neutral
869,2019-09-20-944,2019-09-20,Kurtis Henry,Play,130.0,74.0,Erie Otters,Even,Direct,Tied,2,Neutral
870,2019-09-20-947,2019-09-20,Ethan Larmand,Incomplete Play,46,81,Sudbury Wolves,Even,Direct,Tied,1,Forward
871,2019-09-20-947,2019-09-20,Ethan Larmand,Incomplete Play,77.0,50.0,Sudbury Wolves,Even,Direct,Tied,1,Forward
872,2019-09-20-949,2019-09-20,Jamie Drysdale,Incomplete Play,75,81,Erie Otters,Even,Indirect,Tied,0,Forward
873,2019-09-20-949,2019-09-20,Jamie Drysdale,Incomplete Play,118.0,58.0,Erie Otters,Even,Indirect,Tied,0,Forward
874,2019-09-20-953,2019-09-20,Jamie Drysdale,Play,25,60,Erie Otters,Even,Direct,Tied,3,Forward
875,2019-09-20-953,2019-09-20,Jamie Drysdale,Play,58.0,3.0,Erie Otters,Even,Direct,Tied,3,Forward
876,2019-09-20-954,2019-09-20,Emmett Sproule,Play,65,5,Erie Otters,Even,Direct,Tied,2,Forward
877,2019-09-20-954,2019-09-20,Emmett Sproule,Play,95.0,33.0,Erie Otters,Even,Direct,Tied,2,Forward
878,2019-09-20-958,2019-09-20,Jamie Drysdale,Incomplete Play,160,83,Erie Otters,Even,Indirect,Tied,0,Neutral
879,2019-09-20-958,2019-09-20,Jamie Drysdale,Incomplete Play,163.0,51.0,Erie Otters,Even,Indirect,Tied,0,Neutral
880,2019-09-20-960,2019-09-20,Kalle Loponen,Incomplete Play,2,42,Sudbury Wolves,Even,Direct,Tied,0,Forward
881,2019-09-20-960,2019-09-20,Kalle Loponen,Incomplete Play,21.0,54.0,Sudbury Wolves,Even,Direct,Tied,0,Forward
882,2019-09-20-962,2019-09-20,Austen Swankler,Incomplete Play,192,22,Erie Otters,Even,Direct,Tied,1,Back
883,2019-09-20-962,2019-09-20,Austen Swankler,Incomplete Play,135.0,65.0,Erie Otters,Even,Direct,Tied,1,Back
884,2019-09-20-964,2019-09-20,Phil Caron,Play,73,2,Sudbury Wolves,Even,Direct,Tied,4,Forward
885,2019-09-20-964,2019-09-20,Phil Caron,Play,95.0,25.0,Sudbury Wolves,Even,Direct,Tied,4,Forward
886,2019-09-20-968,2019-09-20,Kurtis Henry,Incomplete Play,18,36,Erie Otters,Even,Indirect,Tied,3,Forward
887,2019-09-20-968,2019-09-20,Kurtis Henry,Incomplete Play,102.0,3.0,Erie Otters,Even,Indirect,Tied,3,Forward
888,2019-09-20-970,2019-09-20,Emmett Serensits,Incomplete Play,102,81,Sudbury Wolves,Even,Indirect,Tied,2,Forward
889,2019-09-20-970,2019-09-20,Emmett Serensits,Incomplete Play,123.0,74.0,Sudbury Wolves,Even,Indirect,Tied,2,Forward
890,2019-09-20-972,2019-09-20,Kurtis Henry,Play,55,12,Erie Otters,Even,Direct,Tied,0,Forward
891,2019-09-20-972,2019-09-20,Kurtis Henry,Play,90.0,6.0,Erie Otters,Even,Direct,Tied,0,Forward
892,2019-09-20-975,2019-09-20,Quinton Byfield,Play,67,37,Sudbury Wolves,Even,Direct,Tied,0,Neutral
893,2019-09-20-975,2019-09-20,Quinton Byfield,Play,67.0,37.0,Sudbury Wolves,Even,Direct,Tied,0,Neutral
894,2019-09-20-979,2019-09-20,Emmett Serensits,Incomplete Play,91,61,Sudbury Wolves,Even,Direct,Tied,2,Forward
895,2019-09-20-979,2019-09-20,Emmett Serensits,Incomplete Play,118.0,44.0,Sudbury Wolves,Even,Direct,Tied,2,Forward
896,2019-09-20-981,2019-09-20,Kurtis Henry,Play,61,64,Erie Otters,Even,Direct,Tied,2,Back
897,2019-09-20-981,2019-09-20,Kurtis Henry,Play,38.0,56.0,Erie Otters,Even,Direct,Tied,2,Back
898,2019-09-20-982,2019-09-20,Jack Duff,Incomplete Play,35,38,Erie Otters,Even,Direct,Tied,2,Forward
899,2019-09-20-982,2019-09-20,Jack Duff,Incomplete Play,125.0,7.0,Erie Otters,Even,Direct,Tied,2,Forward
900,2019-09-20-986,2019-09-20,Liam Ross,Play,140,19,Sudbury Wolves,Even,Direct,Tied,1,Forward
901,2019-09-20-986,2019-09-20,Liam Ross,Play,153.0,4.0,Sudbury Wolves,Even,Direct,Tied,1,Forward
902,2019-09-20-987,2019-09-20,Chase Stillman,Play,154,9,Sudbury Wolves,Even,Direct,Tied,1,Neutral
903,2019-09-20-987,2019-09-20,Chase Stillman,Play,155.0,42.0,Sudbury Wolves,Even,Direct,Tied,1,Neutral
904,2019-09-20-990,2019-09-20,Jack Duff,Play,18,10,Erie Otters,Even,Direct,Tied,1,Forward
905,2019-09-20-990,2019-09-20,Jack Duff,Play,43.0,19.0,Erie Otters,Even,Direct,Tied,1,Forward
906,2019-09-20-991,2019-09-20,Chad Yetman,Incomplete Play,43,19,Erie Otters,Even,Direct,Tied,0,Forward
907,2019-09-20-991,2019-09-20,Chad Yetman,Incomplete Play,79.0,14.0,Erie Otters,Even,Direct,Tied,0,Forward
908,2019-09-20-993,2019-09-20,Emmett Serensits,Play,96,55,Sudbury Wolves,Even,Direct,Tied,1,Back
909,2019-09-20-993,2019-09-20,Emmett Serensits,Play,82.0,38.0,Sudbury Wolves,Even,Direct,Tied,1,Back
910,2019-09-20-994,2019-09-20,Liam Ross,Incomplete Play,64,17,Sudbury Wolves,Even,Indirect,Tied,2,Forward
911,2019-09-20-994,2019-09-20,Liam Ross,Incomplete Play,98.0,5.0,Sudbury Wolves,Even,Indirect,Tied,2,Forward
912,2019-09-20-997,2019-09-20,Kurtis Henry,Incomplete Play,91,83,Erie Otters,Even,Indirect,Tied,0,Neutral
913,2019-09-20-997,2019-09-20,Kurtis Henry,Incomplete Play,96.0,84.0,Erie Otters,Even,Indirect,Tied,0,Neutral
914,2019-09-20-1004,2019-09-20,Alex Gritz,Play,113,18,Erie Otters,Even,Direct,Tied,0,Back
915,2019-09-20-1004,2019-09-20,Alex Gritz,Play,90.0,4.0,Erie Otters,Even,Direct,Tied,0,Back
916,2019-09-20-1005,2019-09-20,Jack Duff,Play,88,6,Erie Otters,Even,Indirect,Tied,2,Back
917,2019-09-20-1005,2019-09-20,Jack Duff,Play,64.0,83.0,Erie Otters,Even,Indirect,Tied,2,Back
918,2019-09-20-1009,2019-09-20,Isaak Phillips,Play,58,45,Sudbury Wolves,Even,Direct,Tied,1,Forward
919,2019-09-20-1009,2019-09-20,Isaak Phillips,Play,89.0,2.0,Sudbury Wolves,Even,Direct,Tied,1,Forward
920,2019-09-20-1010,2019-09-20,Nolan Hutcheson,Incomplete Play,89,2,Sudbury Wolves,Even,Direct,Tied,1,Forward
921,2019-09-20-1010,2019-09-20,Nolan Hutcheson,Incomplete Play,123.0,50.0,Sudbury Wolves,Even,Direct,Tied,1,Forward
922,2019-09-20-1012,2019-09-20,Macauley Carson,Incomplete Play,187,73,Sudbury Wolves,Even,Direct,Tied,0,Back
923,2019-09-20-1012,2019-09-20,Macauley Carson,Incomplete Play,174.0,51.0,Sudbury Wolves,Even,Direct,Tied,0,Back
924,2019-09-20-1014,2019-09-20,Alex Gritz,Incomplete Play,37,23,Erie Otters,Even,Direct,Tied,0,Forward
925,2019-09-20-1014,2019-09-20,Alex Gritz,Incomplete Play,44.0,52.0,Erie Otters,Even,Direct,Tied,0,Forward
926,2019-09-20-1018,2019-09-20,Isaak Phillips,Play,97,23,Sudbury Wolves,Even,Direct,Tied,0,Back
927,2019-09-20-1018,2019-09-20,Isaak Phillips,Play,61.0,47.0,Sudbury Wolves,Even,Direct,Tied,0,Back
928,2019-09-20-1019,2019-09-20,Jack Thompson,Incomplete Play,56,66,Sudbury Wolves,Even,Indirect,Tied,2,Forward
929,2019-09-20-1019,2019-09-20,Jack Thompson,Incomplete Play,84.0,81.0,Sudbury Wolves,Even,Indirect,Tied,2,Forward
930,2019-09-20-1021,2019-09-20,Jack Duff,Play,60,5,Erie Otters,Even,Direct,Tied,2,Forward
931,2019-09-20-1021,2019-09-20,Jack Duff,Play,104.0,7.0,Erie Otters,Even,Direct,Tied,2,Forward
932,2019-09-20-1022,2019-09-20,Daniel D'Amato,Play,104,7,Erie Otters,Even,Direct,Tied,2,Neutral
933,2019-09-20-1022,2019-09-20,Daniel D'Amato,Play,102.0,48.0,Erie Otters,Even,Direct,Tied,2,Neutral
934,2019-09-20-1023,2019-09-20,Elias Cohen,Play,98,47,Erie Otters,Even,Direct,Tied,2,Back
935,2019-09-20-1023,2019-09-20,Elias Cohen,Play,76.0,44.0,Erie Otters,Even,Direct,Tied,2,Back
936,2019-09-20-1024,2019-09-20,Jacob Golden,Play,78,35,Erie Otters,Even,Direct,Tied,2,Forward
937,2019-09-20-1024,2019-09-20,Jacob Golden,Play,105.0,80.0,Erie Otters,Even,Direct,Tied,2,Forward
938,2019-09-20-1028,2019-09-20,Nolan Hutcheson,Play,33,81,Sudbury Wolves,Even,Indirect,Tied,0,Forward
939,2019-09-20-1028,2019-09-20,Nolan Hutcheson,Play,139.0,67.0,Sudbury Wolves,Even,Indirect,Tied,0,Forward
940,2019-09-20-1031,2019-09-20,Luke Beamish,Play,5,22,Erie Otters,Even,Indirect,Tied,6,Neutral
941,2019-09-20-1031,2019-09-20,Luke Beamish,Play,3.0,39.0,Erie Otters,Even,Indirect,Tied,6,Neutral
942,2019-09-20-1032,2019-09-20,Jacob Golden,Play,7,53,Erie Otters,Even,Direct,Tied,2,Forward
943,2019-09-20-1032,2019-09-20,Jacob Golden,Play,28.0,66.0,Erie Otters,Even,Direct,Tied,2,Forward
944,2019-09-20-1033,2019-09-20,Alex Gritz,Play,32,78,Erie Otters,Even,Indirect,Tied,1,Forward
945,2019-09-20-1033,2019-09-20,Alex Gritz,Play,78.0,66.0,Erie Otters,Even,Indirect,Tied,1,Forward
946,2019-09-20-1036,2019-09-20,Kalle Loponen,Incomplete Play,18,77,Sudbury Wolves,Even,Direct,Tied,2,Forward
947,2019-09-20-1036,2019-09-20,Kalle Loponen,Incomplete Play,124.0,81.0,Sudbury Wolves,Even,Direct,Tied,2,Forward
948,2019-09-20-1038,2019-09-20,Blake Murray,Play,195,60,Sudbury Wolves,Even,Direct,Tied,1,Back
949,2019-09-20-1038,2019-09-20,Blake Murray,Play,187.0,65.0,Sudbury Wolves,Even,Direct,Tied,1,Back
950,2019-09-20-1039,2019-09-20,Owen Gilhula,Play,189,14,Sudbury Wolves,Even,Indirect,Tied,2,Back
951,2019-09-20-1039,2019-09-20,Owen Gilhula,Play,126.0,8.0,Sudbury Wolves,Even,Indirect,Tied,2,Back
952,2019-09-20-1046,2019-09-20,Connor Lockhart,Incomplete Play,176,78,Erie Otters,Even,Direct,Tied,1,Neutral
953,2019-09-20-1046,2019-09-20,Connor Lockhart,Incomplete Play,176.0,73.0,Erie Otters,Even,Direct,Tied,1,Neutral
954,2019-09-20-1048,2019-09-20,Connor Lockhart,Incomplete Play,186,78,Erie Otters,Even,Direct,Tied,0,Neutral
955,2019-09-20-1048,2019-09-20,Connor Lockhart,Incomplete Play,181.0,46.0,Erie Otters,Even,Direct,Tied,0,Neutral
956,2019-09-20-1050,2019-09-20,Phil Caron,Incomplete Play,20,58,Sudbury Wolves,Even,Direct,Tied,3,Forward
957,2019-09-20-1050,2019-09-20,Phil Caron,Incomplete Play,51.0,56.0,Sudbury Wolves,Even,Direct,Tied,3,Forward
958,2019-09-20-1052,2019-09-20,Hayden Fowler,Play,154,34,Erie Otters,Even,Direct,Tied,1,Forward
959,2019-09-20-1052,2019-09-20,Hayden Fowler,Play,176.0,67.0,Erie Otters,Even,Direct,Tied,1,Forward
960,2019-09-20-1055,2019-09-20,Connor Lockhart,Incomplete Play,199,47,Erie Otters,Even,Direct,Tied,0,Back
961,2019-09-20-1055,2019-09-20,Connor Lockhart,Incomplete Play,168.0,68.0,Erie Otters,Even,Direct,Tied,0,Back
962,2019-09-20-1057,2019-09-20,Phil Caron,Incomplete Play,33,33,Sudbury Wolves,Even,Direct,Tied,1,Forward
963,2019-09-20-1057,2019-09-20,Phil Caron,Incomplete Play,44.0,11.0,Sudbury Wolves,Even,Direct,Tied,1,Forward
964,2019-09-20-1059,2019-09-20,Brendan Kischnick,Incomplete Play,145,84,Erie Otters,Even,Indirect,Tied,0,Forward
965,2019-09-20-1059,2019-09-20,Brendan Kischnick,Incomplete Play,155.0,51.0,Erie Otters,Even,Indirect,Tied,0,Forward
966,2019-09-20-1062,2019-09-20,Connor Lockhart,Incomplete Play,132,43,Erie Otters,Even,Direct,Tied,0,Neutral
967,2019-09-20-1062,2019-09-20,Connor Lockhart,Incomplete Play,136.0,45.0,Erie Otters,Even,Direct,Tied,0,Neutral
968,2019-09-20-1064,2019-09-20,Nathan Ribau,Incomplete Play,27,18,Sudbury Wolves,Even,Indirect,Tied,3,Forward
969,2019-09-20-1064,2019-09-20,Nathan Ribau,Incomplete Play,77.0,1.0,Sudbury Wolves,Even,Indirect,Tied,3,Forward
970,2019-09-20-1066,2019-09-20,Jamie Drysdale,Play,57,21,Erie Otters,Even,Direct,Tied,3,Forward
971,2019-09-20-1066,2019-09-20,Jamie Drysdale,Play,128.0,28.0,Erie Otters,Even,Direct,Tied,3,Forward
972,2019-09-20-1068,2019-09-20,Austen Swankler,Play,148,18,Erie Otters,Even,Indirect,Tied,2,Neutral
973,2019-09-20-1068,2019-09-20,Austen Swankler,Play,148.0,18.0,Erie Otters,Even,Indirect,Tied,2,Neutral
974,2019-09-20-1069,2019-09-20,Hayden Fowler,Play,149,21,Erie Otters,Even,Direct,Tied,1,Neutral
975,2019-09-20-1069,2019-09-20,Hayden Fowler,Play,151.0,43.0,Erie Otters,Even,Direct,Tied,1,Neutral
976,2019-09-20-1070,2019-09-20,Brendan Hoffmann,Incomplete Play,173,54,Erie Otters,Even,Direct,Tied,1,Neutral
977,2019-09-20-1070,2019-09-20,Brendan Hoffmann,Incomplete Play,176.0,40.0,Erie Otters,Even,Direct,Tied,1,Neutral
